open,high,low,volume,close,time
16835.34,16844.09,16813.95,335361.43883,16819.57,1672077600000
16839.03,16845.22,16827.03,348571.6405,16835.33,1672074000000
16809.51,16842.71,16798.38,453415.51879,16841.04,1672070400000
16833.12,16838.19,16791.0,463326.3803,16809.51,1672066800000
16838.13,16845.5,16826.13,353640.224,16832.9,1672063200000
16858.65,16860.66,16831.85,505411.39443,16838.13,1672059600000
16864.64,16868.34,16850.27,398146.91023,16858.93,1672056000000
16847.65,16873.15,16844.56,427238.93475,16863.18,1672052400000
16832.98,16865.62,16828.58,373611.46647,16847.2,1672048800000
16839.35,16852.94,16832.16,282284.74313,16832.98,1672045200000
16843.76,16847.02,16818.0,375674.96038,16839.35,1672041600000
16853.88,16856.0,16835.0,390257.54541,16843.65,1672038000000
16853.3,16868.63,16848.16,281944.76647,16853.88,1672034400000
16877.15,16890.98,16852.5,330313.04081,16853.3,1672030800000
16894.54,16924.0,16865.67,612547.20811,16877.15,1672027200000
16889.77,16897.46,16872.44,381918.91015,16894.19,1672023600000
16856.36,16900.0,16853.46,628931.90408,16889.69,1672020000000
16831.49,16875.28,16827.13,361308.11521,16856.36,1672016400000
16832.11,16837.48,16820.75,296518.63779,16831.48,1672012800000
16821.65,16838.32,16811.5,381437.92238,16832.11,1672009200000
16830.3,16846.0,16804.45,471479.03345,16821.83,1672005600000
16769.01,16845.63,16761.23,454848.83719,16830.88,1672002000000
16794.07,16795.25,16753.44,352744.15649,16768.64,1671998400000
16779.75,16795.96,16727.0,704217.69878,16794.07,1671994800000
